Event1 onset	Trial type	ISI1	Event1Dur	
0.0000	1.0000	1.9457	1.0000	
2.9457	1.0000	0.7886	1.0000	
4.7343	1.0000	2.0000	1.0000	
7.7343	2.0000	0.7631	1.0000	
9.4974	1.0000	0.7257	1.0000	
11.2231	1.0000	0.9051	1.0000	
13.1282	1.0000	0.7478	1.0000	
14.8760	2.0000	1.4464	1.0000	
17.3224	1.0000	0.7467	1.0000	
19.0691	1.0000	0.7982	1.0000	
20.8673	1.0000	2.0000	1.0000	
23.8673	2.0000	0.7661	1.0000	
25.6335	1.0000	0.7518	1.0000	
27.3852	1.0000	0.9732	1.0000	
29.3584	1.0000	0.7414	1.0000	
31.0998	1.0000	0.7772	1.0000	
32.8771	1.0000	0.9870	1.0000	
34.8641	2.0000	1.5598	1.0000	
37.4239	1.0000	1.4033	1.0000	
39.8271	1.0000	1.9373	1.0000	
42.7645	1.0000	1.3761	1.0000	
45.1406	1.0000	1.2140	1.0000	
47.3545	1.0000	0.7912	1.0000	
49.1457	1.0000	0.8603	1.0000	
51.0060	1.0000	1.8761	1.0000	
53.8821	2.0000	1.0188	1.0000	
55.9009	1.0000	0.9292	1.0000	
57.8302	1.0000	0.7828	1.0000	
59.6130	1.0000	0.7444	1.0000	
61.3575	2.0000	0.7221	1.0000	
63.0795	1.0000	0.7344	1.0000	
64.8140	1.0000	1.1912	1.0000	
67.0051	2.0000	0.7275	1.0000	
68.7326	1.0000	0.7619	1.0000	
70.4946	1.0000	0.9402	1.0000	
72.4348	1.0000	1.2626	1.0000	
74.6973	1.0000	0.7032	1.0000	
76.4006	2.0000	0.8838	1.0000	
78.2843	1.0000	0.9735	1.0000	
80.2578	1.0000	0.8595	1.0000	
82.1174	1.0000	0.7101	1.0000	
83.8275	1.0000	2.0000	1.0000	
86.8275	1.0000	0.7575	1.0000	
88.5850	1.0000	0.8454	1.0000	
90.4304	1.0000	1.3613	1.0000	
92.7918	2.0000	0.8458	1.0000	
94.6375	1.0000	1.1275	1.0000	
96.7650	1.0000	0.7854	1.0000	
98.5504	1.0000	0.7121	1.0000	
100.2625	1.0000	1.2850	1.0000	
102.5474	1.0000	0.8595	1.0000	
104.4070	1.0000	1.3760	1.0000	
106.7829	1.0000	1.3542	1.0000	
109.1372	1.0000	1.1861	1.0000	
111.3233	1.0000	1.6385	1.0000	
113.9617	1.0000	0.7619	1.0000	
115.7236	1.0000	1.0188	1.0000	
117.7424	1.0000	1.3457	1.0000	
120.0882	2.0000	1.1912	1.0000	
122.2793	1.0000	0.7186	1.0000	
123.9979	1.0000	0.9662	1.0000	
125.9641	1.0000	0.9884	1.0000	
127.9525	1.0000	0.8639	1.0000	
129.8164	2.0000	0.7121	1.0000	
131.5285	1.0000	1.8965	1.0000	
134.4250	1.0000	0.8988	1.0000	
136.3237	1.0000	0.7820	1.0000	
138.1058	1.0000	1.5299	1.0000	
140.6357	1.0000	1.1925	1.0000	
142.8282	1.0000	2.0000	1.0000	
145.8282	1.0000	1.9247	1.0000	
148.7528	1.0000	0.9842	1.0000	
150.7371	1.0000	0.8955	1.0000	
152.6326	1.0000	0.9224	1.0000	
154.5550	1.0000	1.2926	1.0000	
156.8476	1.0000	0.7789	1.0000	
158.6265	1.0000	1.6690	1.0000	
161.2955	1.0000	1.8815	1.0000	
164.1771	1.0000	1.1216	1.0000	
166.2986	1.0000	1.6583	1.0000	
168.9569	2.0000	1.6352	1.0000	
171.5921	1.0000	1.3893	1.0000	
173.9814	1.0000	1.5771	1.0000	
176.5585	1.0000	0.8274	1.0000	
178.3859	1.0000	0.7257	1.0000	
180.1115	2.0000	1.1275	1.0000	
182.2390	1.0000	0.8750	1.0000	
184.1140	1.0000	1.1247	1.0000	
186.2387	1.0000	1.2773	1.0000	
188.5160	1.0000	0.8784	1.0000	
190.3945	1.0000	1.0499	1.0000	
192.4443	1.0000	0.8704	1.0000	
194.3148	2.0000	1.3761	1.0000	
196.6909	1.0000	1.1853	1.0000	
198.8762	1.0000	1.0869	1.0000	
200.9631	1.0000	1.9346	1.0000	
203.8977	1.0000	0.7949	1.0000	
205.6926	1.0000	0.7275	1.0000	
207.4201	2.0000	1.1853	1.0000	
209.6054	1.0000	1.2509	1.0000	
211.8562	1.0000	0.7130	1.0000	
213.5692	1.0000	0.7403	1.0000	
215.3095	1.0000	0.7236	1.0000	
217.0331	1.0000	0.9206	1.0000	
218.9537	2.0000	0.7034	1.0000	
220.6571	1.0000	1.8248	1.0000	
223.4819	1.0000	0.8861	1.0000	
225.3680	1.0000	1.6664	1.0000	
228.0344	1.0000	0.8880	1.0000	
229.9225	2.0000	0.7326	1.0000	
231.6551	1.0000	0.8166	1.0000	
233.4717	1.0000	0.9467	1.0000	
235.4184	2.0000	0.8838	1.0000	
237.3022	1.0000	0.7457	1.0000	
239.0479	1.0000	0.7631	1.0000	
240.8110	1.0000	1.2482	1.0000	
243.0593	2.0000	0.9662	1.0000	
245.0255	1.0000	0.7382	1.0000	
246.7637	1.0000	0.7439	1.0000	
248.5076	1.0000	1.2432	1.0000	
250.7509	1.0000	0.8186	1.0000	
252.5694	2.0000	1.2396	1.0000	
254.8091	1.0000	0.9447	1.0000	
256.7537	1.0000	1.3057	1.0000	
259.0594	1.0000	0.7827	1.0000	
260.8421	1.0000	0.7977	1.0000	
262.6398	2.0000	0.7827	1.0000	
264.4224	1.0000	0.7166	1.0000	
266.1390	1.0000	0.7570	1.0000	
267.8960	2.0000	1.9457	1.0000	
270.8417	1.0000	1.6352	1.0000	
273.4768	1.0000	1.5197	1.0000	
275.9965	2.0000	2.0000	1.0000	
278.9965	1.0000	1.3869	1.0000	
281.3834	1.0000	1.4999	1.0000	
283.8832	1.0000	1.0133	1.0000	
285.8965	1.0000	1.1637	1.0000	
288.0601	1.0000	1.1381	1.0000	
290.1983	2.0000	1.0881	1.0000	
292.2864	1.0000	1.3926	1.0000	
294.6790	1.0000	0.9251	1.0000	
296.6041	1.0000	1.9350	1.0000	
299.5390	1.0000	0.8120	1.0000	
301.3510	1.0000	0.7034	1.0000	
303.0544	2.0000	1.8761	1.0000	
305.9305	1.0000	1.2140	1.0000	
308.1445	1.0000	2.0000	1.0000	
311.1445	1.0000	0.8904	1.0000	
313.0349	1.0000	1.3943	1.0000	
315.4292	1.0000	1.0692	1.0000	
317.4984	1.0000	0.8026	1.0000	
319.3010	1.0000	1.4090	1.0000	
321.7100	1.0000	1.0050	1.0000	
323.7150	2.0000	0.8603	1.0000	
325.5753	1.0000	1.3379	1.0000	
327.9132	1.0000	0.7552	1.0000	
329.6684	1.0000	1.0759	1.0000	
331.7443	1.0000	1.3202	1.0000	
334.0645	1.0000	0.8268	1.0000	
335.8913	1.0000	1.2639	1.0000	
338.1552	1.0000	1.6249	1.0000	
340.7802	1.0000	1.1697	1.0000	
342.9499	1.0000	0.7344	1.0000	
344.6843	1.0000	0.8790	1.0000	
346.5633	2.0000	0.7772	1.0000	
348.3406	1.0000	1.0466	1.0000	
350.3872	1.0000	1.7340	1.0000	
353.1212	2.0000	0.7619	1.0000	
354.8832	1.0000	1.9236	1.0000	
357.8068	1.0000	1.3708	1.0000	
360.1776	1.0000	0.8844	1.0000	
362.0620	2.0000	1.4033	1.0000	
364.4653	1.0000	1.3555	1.0000	
366.8207	1.0000	0.9135	1.0000	
368.7342	1.0000	0.7461	1.0000	
370.4803	2.0000	1.2850	1.0000	
372.7653	1.0000	0.7115	1.0000	
374.4768	1.0000	0.9730	1.0000	
376.4498	1.0000	0.7221	1.0000	
378.1719	1.0000	1.0993	1.0000	

