Event1 onset	Trial type	ISI1	Event1Dur	
0.0000	1.0000	1.7139	1.0000	
2.7139	1.0000	1.1457	1.0000	
4.8596	2.0000	1.9042	1.0000	
7.7638	1.0000	1.4018	1.0000	
10.1656	1.0000	0.8412	1.0000	
12.0067	1.0000	0.7227	1.0000	
13.7294	1.0000	0.7198	1.0000	
15.4492	2.0000	0.7923	1.0000	
17.2415	1.0000	0.7768	1.0000	
19.0183	1.0000	1.2715	1.0000	
21.2898	2.0000	0.9206	1.0000	
23.2104	1.0000	0.7626	1.0000	
24.9730	1.0000	1.0874	1.0000	
27.0604	1.0000	0.8987	1.0000	
28.9592	1.0000	0.8111	1.0000	
30.7703	1.0000	0.7532	1.0000	
32.5235	1.0000	2.0000	1.0000	
35.5235	1.0000	1.4700	1.0000	
37.9935	1.0000	0.9532	1.0000	
39.9467	1.0000	2.0000	1.0000	
42.9467	1.0000	0.9256	1.0000	
44.8724	1.0000	0.7146	1.0000	
46.5869	1.0000	1.1351	1.0000	
48.7220	2.0000	0.8651	1.0000	
50.5871	1.0000	1.0176	1.0000	
52.6047	1.0000	0.7835	1.0000	
54.3882	2.0000	0.7298	1.0000	
56.1180	1.0000	1.4827	1.0000	
58.6007	1.0000	0.7130	1.0000	
60.3138	2.0000	1.4700	1.0000	
62.7838	1.0000	0.7221	1.0000	
64.5058	1.0000	0.7024	1.0000	
66.2083	2.0000	0.9572	1.0000	
68.1655	1.0000	0.7182	1.0000	
69.8836	1.0000	1.6650	1.0000	
72.5486	1.0000	2.0000	1.0000	
75.5486	1.0000	1.1411	1.0000	
77.6897	1.0000	0.8242	1.0000	
79.5140	1.0000	0.7266	1.0000	
81.2406	2.0000	0.7932	1.0000	
83.0337	1.0000	0.7573	1.0000	
84.7910	1.0000	0.9741	1.0000	
86.7651	1.0000	1.6941	1.0000	
89.4592	1.0000	1.0791	1.0000	
91.5382	1.0000	1.0630	1.0000	
93.6012	1.0000	2.0000	1.0000	
96.6012	1.0000	0.9572	1.0000	
98.5584	1.0000	0.9563	1.0000	
100.5148	1.0000	1.1162	1.0000	
102.6310	2.0000	0.7078	1.0000	
104.3388	1.0000	0.9371	1.0000	
106.2759	1.0000	2.0000	1.0000	
109.2759	1.0000	0.7668	1.0000	
111.0426	1.0000	1.8313	1.0000	
113.8740	1.0000	1.5522	1.0000	
116.4262	1.0000	1.9730	1.0000	
119.3992	1.0000	0.9265	1.0000	
121.3257	2.0000	0.7198	1.0000	
123.0455	1.0000	1.0173	1.0000	
125.0628	2.0000	0.8180	1.0000	
126.8808	1.0000	0.9144	1.0000	
128.7952	1.0000	1.0807	1.0000	
130.8759	2.0000	1.1340	1.0000	
133.0098	1.0000	1.0463	1.0000	
135.0562	1.0000	1.9042	1.0000	
137.9603	1.0000	2.0000	1.0000	
140.9603	1.0000	1.0392	1.0000	
142.9996	1.0000	1.8088	1.0000	
145.8084	1.0000	0.9947	1.0000	
147.8030	1.0000	0.7573	1.0000	
149.5603	2.0000	0.9951	1.0000	
151.5554	1.0000	0.8680	1.0000	
153.4233	1.0000	0.7298	1.0000	
