Event1 onset	Trial type	ISI1	Event1Dur	
0.0000	1.0000	0.7517	1.0000	
1.7517	1.0000	0.7188	1.0000	
3.4705	1.0000	0.8545	1.0000	
5.3250	2.0000	0.9832	1.0000	
7.3082	1.0000	0.8342	1.0000	
9.1424	1.0000	0.9264	1.0000	
11.0688	1.0000	0.8120	1.0000	
12.8808	1.0000	1.3974	1.0000	
15.2782	2.0000	0.8463	1.0000	
17.1246	1.0000	1.6630	1.0000	
19.7876	1.0000	0.8192	1.0000	
21.6067	1.0000	1.1161	1.0000	
23.7228	2.0000	1.1303	1.0000	
25.8531	1.0000	1.7257	1.0000	
28.5788	2.0000	0.8038	1.0000	
30.3826	1.0000	1.2180	1.0000	
32.6005	1.0000	1.0514	1.0000	
34.6520	2.0000	0.8309	1.0000	
36.4829	1.0000	0.7029	1.0000	
38.1858	1.0000	1.0208	1.0000	
40.2066	2.0000	0.7130	1.0000	
41.9196	1.0000	2.0000	1.0000	
44.9196	1.0000	1.2855	1.0000	
47.2050	2.0000	0.8492	1.0000	
49.0543	1.0000	0.7118	1.0000	
50.7661	1.0000	0.7130	1.0000	
52.4791	2.0000	0.8076	1.0000	
54.2867	1.0000	1.7072	1.0000	
56.9938	1.0000	0.9366	1.0000	
58.9305	1.0000	1.8519	1.0000	
61.7824	1.0000	1.6846	1.0000	
64.4670	1.0000	2.0000	1.0000	
67.4670	1.0000	2.0000	1.0000	
70.4670	1.0000	1.4074	1.0000	
72.8744	1.0000	1.0552	1.0000	
74.9296	1.0000	0.7902	1.0000	
76.7198	1.0000	1.8859	1.0000	
79.6058	1.0000	2.0000	1.0000	
82.6058	1.0000	1.0889	1.0000	
84.6947	2.0000	0.8983	1.0000	
86.5930	1.0000	1.1297	1.0000	
88.7226	1.0000	0.8550	1.0000	
90.5776	1.0000	0.7478	1.0000	
92.3254	1.0000	0.9119	1.0000	
94.2374	2.0000	0.7168	1.0000	
95.9542	1.0000	0.9065	1.0000	
97.8607	1.0000	1.4140	1.0000	
100.2746	1.0000	0.9224	1.0000	
102.1971	1.0000	0.9323	1.0000	
104.1294	2.0000	0.7312	1.0000	
105.8606	1.0000	0.9498	1.0000	
107.8104	1.0000	1.6187	1.0000	
110.4291	1.0000	0.8845	1.0000	
112.3136	2.0000	2.0000	1.0000	
115.3136	1.0000	1.5867	1.0000	
117.9003	1.0000	0.8983	1.0000	
119.7986	1.0000	0.8752	1.0000	
121.6738	1.0000	0.9208	1.0000	
123.5946	2.0000	1.0465	1.0000	
125.6411	1.0000	1.6263	1.0000	
128.2674	1.0000	1.3695	1.0000	
130.6369	1.0000	1.6099	1.0000	
133.2468	1.0000	0.8450	1.0000	
135.0919	1.0000	0.9219	1.0000	
137.0137	2.0000	1.2180	1.0000	
139.2317	1.0000	0.8367	1.0000	
141.0684	1.0000	0.9187	1.0000	
142.9871	1.0000	0.9705	1.0000	
144.9576	2.0000	0.9323	1.0000	
146.8900	1.0000	0.8463	1.0000	
148.7363	2.0000	0.7803	1.0000	
150.5166	1.0000	0.8545	1.0000	
152.3711	1.0000	0.8309	1.0000	
154.2020	1.0000	1.2049	1.0000	
156.4069	1.0000	1.0465	1.0000	
158.4534	2.0000	1.0552	1.0000	
160.5086	1.0000	0.8506	1.0000	
162.3591	1.0000	0.9264	1.0000	
164.2855	1.0000	1.0597	1.0000	
166.3452	1.0000	0.7977	1.0000	
168.1430	1.0000	1.9396	1.0000	
171.0826	1.0000	1.9202	1.0000	
174.0028	1.0000	2.0000	1.0000	
177.0028	1.0000	1.0615	1.0000	
179.0643	1.0000	0.8492	1.0000	
180.9135	1.0000	1.0100	1.0000	
182.9235	1.0000	0.7681	1.0000	
184.6916	1.0000	0.8961	1.0000	
186.5877	1.0000	0.8148	1.0000	
188.4025	1.0000	1.3381	1.0000	
190.7406	2.0000	0.7478	1.0000	
192.4884	1.0000	0.7312	1.0000	
194.2196	1.0000	0.7052	1.0000	
195.9248	2.0000	1.0986	1.0000	
198.0234	1.0000	0.9758	1.0000	
199.9992	1.0000	0.7478	1.0000	
201.7470	1.0000	1.1000	1.0000	
203.8470	2.0000	0.7592	1.0000	
205.6062	1.0000	1.2678	1.0000	
207.8739	1.0000	1.0218	1.0000	
209.8957	1.0000	0.7803	1.0000	
211.6760	1.0000	0.7699	1.0000	
213.4459	1.0000	0.7890	1.0000	
215.2349	1.0000	1.9206	1.0000	
218.1554	1.0000	1.3943	1.0000	
220.5498	1.0000	1.7341	1.0000	
223.2839	2.0000	0.8291	1.0000	
225.1130	1.0000	0.7387	1.0000	
226.8517	1.0000	1.2909	1.0000	
229.1426	1.0000	0.9162	1.0000	
231.0588	1.0000	0.9515	1.0000	
233.0103	1.0000	1.2986	1.0000	
235.3089	1.0000	0.8832	1.0000	
237.1921	1.0000	1.5461	1.0000	
239.7382	1.0000	0.8918	1.0000	
241.6300	1.0000	1.8087	1.0000	
244.4387	1.0000	0.9022	1.0000	
246.3409	1.0000	1.0649	1.0000	
248.4058	2.0000	0.9224	1.0000	
250.3282	1.0000	1.0676	1.0000	
252.3959	1.0000	1.7246	1.0000	
255.1205	1.0000	0.8557	1.0000	
256.9761	1.0000	0.7588	1.0000	
258.7350	2.0000	1.0649	1.0000	
260.7999	1.0000	0.7803	1.0000	
262.5803	1.0000	0.7550	1.0000	
264.3353	1.0000	0.8147	1.0000	
266.1500	1.0000	0.7229	1.0000	
267.8729	2.0000	1.3619	1.0000	
270.2348	1.0000	1.7851	1.0000	
273.0199	1.0000	0.7723	1.0000	
274.7922	1.0000	1.5966	1.0000	
277.3887	1.0000	1.1134	1.0000	
279.5022	1.0000	1.2633	1.0000	
281.7654	2.0000	2.0000	1.0000	
284.7654	1.0000	1.1303	1.0000	
286.8958	1.0000	0.9095	1.0000	
288.8053	2.0000	1.2986	1.0000	
291.1038	1.0000	0.9832	1.0000	
293.0871	1.0000	1.0169	1.0000	
295.1039	1.0000	1.0919	1.0000	
297.1959	1.0000	0.8329	1.0000	
299.0288	1.0000	0.7429	1.0000	
300.7717	1.0000	1.3278	1.0000	
303.0995	1.0000	0.9498	1.0000	
305.0493	1.0000	1.4316	1.0000	
307.4809	2.0000	1.1161	1.0000	
309.5969	1.0000	2.0000	1.0000	
312.5969	1.0000	1.9129	1.0000	
315.5098	1.0000	1.8474	1.0000	
318.3572	1.0000	0.8294	1.0000	
320.1867	1.0000	0.9089	1.0000	
322.0955	1.0000	0.8926	1.0000	
323.9881	1.0000	0.7605	1.0000	
325.7486	1.0000	1.1995	1.0000	
327.9481	2.0000	0.9558	1.0000	
329.9039	1.0000	0.9867	1.0000	
331.8906	1.0000	1.0552	1.0000	
333.9458	2.0000	0.8329	1.0000	
335.7787	1.0000	0.7897	1.0000	
337.5684	1.0000	0.8048	1.0000	
339.3732	1.0000	0.7148	1.0000	
341.0881	1.0000	1.4661	1.0000	
343.5541	1.0000	0.8519	1.0000	
345.4060	1.0000	0.8212	1.0000	
347.2272	1.0000	2.0000	1.0000	
350.2272	1.0000	0.8906	1.0000	
352.1178	1.0000	0.8291	1.0000	
353.9469	1.0000	0.7300	1.0000	
355.6770	1.0000	0.8878	1.0000	
357.5648	1.0000	0.7134	1.0000	
359.2782	1.0000	2.0000	1.0000	
362.2782	1.0000	0.9055	1.0000	
364.1837	2.0000	0.9867	1.0000	
366.1704	1.0000	1.2770	1.0000	
368.4474	1.0000	0.7548	1.0000	
370.2022	1.0000	2.0000	1.0000	
373.2022	1.0000	0.8076	1.0000	
375.0098	1.0000	0.9852	1.0000	
376.9949	1.0000	0.7420	1.0000	

