Event1 onset	Trial type	ISI1	Event1Dur	
0.0000	1.0000	0.7034	1.0000	
1.7034	1.0000	0.7626	1.0000	
3.4660	2.0000	0.8093	1.0000	
5.2752	1.0000	1.7845	1.0000	
8.0597	1.0000	0.7128	1.0000	
9.7725	1.0000	1.0047	1.0000	
11.7772	1.0000	0.7488	1.0000	
13.5260	1.0000	0.8876	1.0000	
15.4136	2.0000	0.7308	1.0000	
17.1444	1.0000	1.0422	1.0000	
19.1866	1.0000	0.8665	1.0000	
21.0531	1.0000	2.0000	1.0000	
24.0531	1.0000	1.8984	1.0000	
26.9516	1.0000	2.0000	1.0000	
29.9516	1.0000	2.0000	1.0000	
32.9516	1.0000	1.7450	1.0000	
35.6965	1.0000	0.9176	1.0000	
37.6142	1.0000	0.9183	1.0000	
39.5325	1.0000	1.6950	1.0000	
42.2275	2.0000	0.9558	1.0000	
44.1833	1.0000	1.0618	1.0000	
46.2451	1.0000	0.9704	1.0000	
48.2155	2.0000	2.0000	1.0000	
51.2155	1.0000	0.9462	1.0000	
53.1617	1.0000	0.7570	1.0000	
54.9186	2.0000	0.7516	1.0000	
56.6703	1.0000	0.7658	1.0000	
58.4361	1.0000	1.0187	1.0000	
60.4548	1.0000	0.8056	1.0000	
62.2604	1.0000	0.7021	1.0000	
63.9625	2.0000	0.7209	1.0000	
65.6834	1.0000	0.8784	1.0000	
67.5618	1.0000	0.7894	1.0000	
69.3512	1.0000	1.0460	1.0000	
71.3972	1.0000	0.8687	1.0000	
73.2659	1.0000	2.0000	1.0000	
76.2659	1.0000	1.3818	1.0000	
78.6476	2.0000	0.7626	1.0000	
80.4102	1.0000	0.7386	1.0000	
82.1488	2.0000	0.8691	1.0000	
84.0179	1.0000	0.8191	1.0000	
85.8370	1.0000	0.9391	1.0000	
87.7761	2.0000	0.7128	1.0000	
89.4889	1.0000	0.7308	1.0000	
91.2197	1.0000	0.9729	1.0000	
93.1926	1.0000	0.8393	1.0000	
95.0319	1.0000	0.7050	1.0000	
96.7369	2.0000	2.0000	1.0000	
99.7369	1.0000	0.8488	1.0000	
101.5857	1.0000	0.8691	1.0000	
103.4548	2.0000	1.2318	1.0000	
105.6866	1.0000	0.7148	1.0000	
107.4014	1.0000	0.8576	1.0000	
109.2590	2.0000	1.1831	1.0000	
111.4421	1.0000	0.9653	1.0000	
113.4074	1.0000	0.9343	1.0000	
115.3417	1.0000	1.2694	1.0000	
117.6112	1.0000	0.8928	1.0000	
119.5039	1.0000	0.8093	1.0000	
121.3132	2.0000	0.9343	1.0000	
123.2475	1.0000	1.5742	1.0000	
125.8217	1.0000	0.7148	1.0000	
127.5364	1.0000	0.7930	1.0000	
129.3294	2.0000	1.0592	1.0000	
131.3886	1.0000	1.0363	1.0000	
133.4250	1.0000	1.7079	1.0000	
136.1329	2.0000	1.0788	1.0000	
138.2117	1.0000	0.8476	1.0000	
140.0594	1.0000	1.6132	1.0000	
142.6726	1.0000	0.7877	1.0000	
144.4603	1.0000	1.2353	1.0000	
146.6956	1.0000	1.0286	1.0000	
148.7242	1.0000	1.0975	1.0000	
150.8217	2.0000	0.9176	1.0000	
152.7393	1.0000	1.1658	1.0000	
154.9051	2.0000	0.9188	1.0000	
156.8239	1.0000	0.8438	1.0000	
158.6676	1.0000	1.0363	1.0000	
160.7040	1.0000	0.8188	1.0000	
162.5228	2.0000	1.8337	1.0000	
165.3564	1.0000	0.7251	1.0000	
