Event1 onset	Trial type	ISI1	Event1Dur	
0.0000	1.0000	0.9016	1.0000	
1.9016	1.0000	0.9755	1.0000	
3.8771	1.0000	1.2030	1.0000	
6.0801	2.0000	0.9708	1.0000	
8.0509	1.0000	0.7006	1.0000	
9.7515	1.0000	0.7080	1.0000	
11.4595	1.0000	1.3476	1.0000	
13.8071	1.0000	1.5391	1.0000	
16.3462	1.0000	0.7330	1.0000	
18.0792	1.0000	0.8873	1.0000	
19.9665	1.0000	1.0618	1.0000	
22.0283	2.0000	1.2495	1.0000	
24.2778	1.0000	1.1196	1.0000	
26.3975	1.0000	1.5876	1.0000	
28.9851	1.0000	1.0232	1.0000	
31.0083	1.0000	0.9431	1.0000	
32.9514	2.0000	1.4610	1.0000	
35.4124	1.0000	1.0965	1.0000	
37.5089	1.0000	0.7241	1.0000	
39.2330	1.0000	0.9557	1.0000	
41.1887	2.0000	0.8856	1.0000	
43.0743	1.0000	0.7247	1.0000	
44.7990	1.0000	1.1335	1.0000	
46.9325	1.0000	0.9280	1.0000	
48.8606	2.0000	2.0000	1.0000	
51.8606	1.0000	0.8519	1.0000	
53.7125	1.0000	0.8379	1.0000	
55.5503	1.0000	0.7194	1.0000	
57.2697	1.0000	1.4687	1.0000	
59.7384	1.0000	0.8899	1.0000	
61.6283	1.0000	0.8856	1.0000	
63.5139	1.0000	0.7804	1.0000	
65.2943	2.0000	1.0303	1.0000	
67.3247	1.0000	0.7012	1.0000	
69.0259	1.0000	0.7260	1.0000	
70.7519	1.0000	0.7785	1.0000	
72.5304	2.0000	1.0697	1.0000	
74.6001	1.0000	1.5361	1.0000	
77.1362	1.0000	0.9104	1.0000	
79.0466	1.0000	0.7585	1.0000	
80.8051	2.0000	1.3350	1.0000	
83.1401	1.0000	1.0539	1.0000	
85.1940	1.0000	2.0000	1.0000	
88.1940	1.0000	0.8856	1.0000	
90.0796	1.0000	1.3957	1.0000	
92.4753	1.0000	1.3615	1.0000	
94.8367	1.0000	1.7766	1.0000	
97.6134	1.0000	1.6533	1.0000	
100.2667	2.0000	1.7880	1.0000	
103.0547	1.0000	1.4196	1.0000	
105.4743	1.0000	0.7208	1.0000	
107.1951	2.0000	1.3087	1.0000	
109.5038	1.0000	2.0000	1.0000	
112.5038	1.0000	1.0697	1.0000	
114.5735	1.0000	1.2495	1.0000	
116.8230	1.0000	2.0000	1.0000	
119.8230	1.0000	0.7430	1.0000	
121.5660	1.0000	1.2007	1.0000	
123.7667	1.0000	0.8027	1.0000	
125.5694	2.0000	0.7263	1.0000	
127.2957	1.0000	1.1949	1.0000	
129.4906	1.0000	0.8626	1.0000	
131.3531	1.0000	0.7788	1.0000	
133.1319	1.0000	1.4732	1.0000	
135.6051	2.0000	1.2429	1.0000	
137.8480	1.0000	0.9186	1.0000	
139.7666	1.0000	0.8596	1.0000	
141.6262	1.0000	1.3384	1.0000	
143.9646	1.0000	1.5361	1.0000	
146.5007	1.0000	0.8794	1.0000	
148.3802	2.0000	0.7254	1.0000	
150.1056	1.0000	0.7316	1.0000	
151.8372	1.0000	1.0539	1.0000	
153.8911	1.0000	1.0780	1.0000	
155.9691	1.0000	0.7339	1.0000	
157.7030	2.0000	0.8873	1.0000	
159.5904	1.0000	1.0927	1.0000	
161.6830	1.0000	0.7266	1.0000	
163.4096	1.0000	0.9043	1.0000	
165.3138	2.0000	0.7880	1.0000	
167.1019	1.0000	0.7256	1.0000	
168.8275	2.0000	0.8816	1.0000	
170.7091	1.0000	0.9054	1.0000	
172.6144	1.0000	0.7792	1.0000	
174.3936	1.0000	2.0000	1.0000	
177.3936	1.0000	1.3780	1.0000	
