Event1 onset	Trial type	ISI1	Event1Dur	
0.0000	1.0000	1.0410	1.0000	
2.0410	1.0000	0.9189	1.0000	
3.9599	1.0000	0.9011	1.0000	
5.8610	1.0000	0.8474	1.0000	
7.7084	1.0000	1.1775	1.0000	
9.8859	2.0000	0.8790	1.0000	
11.7649	1.0000	0.7124	1.0000	
13.4774	1.0000	0.8577	1.0000	
15.3350	1.0000	0.8210	1.0000	
17.1560	1.0000	1.1784	1.0000	
19.3344	1.0000	0.7022	1.0000	
21.0366	1.0000	0.7794	1.0000	
22.8160	1.0000	0.8187	1.0000	
24.6347	1.0000	1.0117	1.0000	
26.6464	1.0000	1.6025	1.0000	
29.2489	1.0000	0.9033	1.0000	
31.1522	2.0000	1.2386	1.0000	
33.3908	1.0000	2.0000	1.0000	
36.3908	1.0000	1.2251	1.0000	
38.6159	1.0000	1.0061	1.0000	
40.6220	1.0000	0.8883	1.0000	
42.5103	1.0000	1.8583	1.0000	
45.3686	1.0000	0.7258	1.0000	
47.0945	1.0000	0.7193	1.0000	
48.8138	1.0000	0.8636	1.0000	
50.6774	2.0000	0.9871	1.0000	
52.6645	1.0000	0.9871	1.0000	
54.6515	2.0000	0.8474	1.0000	
56.4990	1.0000	1.7433	1.0000	
59.2422	1.0000	1.3168	1.0000	
61.5590	1.0000	0.9056	1.0000	
63.4647	1.0000	1.9838	1.0000	
66.4484	1.0000	1.1595	1.0000	
68.6079	1.0000	1.4219	1.0000	
71.0298	2.0000	0.8162	1.0000	
72.8460	1.0000	1.0875	1.0000	
74.9336	1.0000	1.5914	1.0000	
77.5249	1.0000	0.7540	1.0000	
79.2790	1.0000	0.9687	1.0000	
81.2476	1.0000	0.8325	1.0000	
83.0801	1.0000	1.1593	1.0000	
85.2394	1.0000	1.3877	1.0000	
87.6271	1.0000	1.2219	1.0000	
89.8489	2.0000	0.7674	1.0000	
91.6163	1.0000	1.5430	1.0000	
94.1593	1.0000	1.2214	1.0000	
96.3808	1.0000	1.1053	1.0000	
98.4861	1.0000	1.1787	1.0000	
100.6648	1.0000	1.4930	1.0000	
103.1578	2.0000	0.9900	1.0000	
105.1478	1.0000	0.7286	1.0000	
106.8764	1.0000	0.7089	1.0000	
108.5853	1.0000	1.3038	1.0000	
110.8891	1.0000	0.8901	1.0000	
112.7792	1.0000	1.0851	1.0000	
114.8643	2.0000	1.4726	1.0000	
117.3369	1.0000	0.8623	1.0000	
119.1992	1.0000	1.1973	1.0000	
121.3966	1.0000	1.4252	1.0000	
123.8217	1.0000	1.1104	1.0000	
125.9321	2.0000	1.0748	1.0000	
128.0069	1.0000	1.0281	1.0000	
130.0350	1.0000	2.0000	1.0000	
133.0350	1.0000	0.9263	1.0000	
134.9613	1.0000	0.8363	1.0000	
136.7976	1.0000	0.7756	1.0000	
138.5732	2.0000	0.9611	1.0000	
140.5342	1.0000	1.0208	1.0000	
142.5550	1.0000	0.8097	1.0000	
144.3647	1.0000	1.5319	1.0000	
146.8966	2.0000	1.0875	1.0000	
148.9841	1.0000	0.9783	1.0000	
150.9624	1.0000	0.8404	1.0000	
152.8028	2.0000	0.8790	1.0000	
154.6819	1.0000	0.8636	1.0000	
156.5455	1.0000	1.6947	1.0000	
159.2402	1.0000	1.5745	1.0000	
161.8147	1.0000	1.6223	1.0000	
164.4370	1.0000	0.8779	1.0000	
166.3149	1.0000	0.9649	1.0000	
168.2798	1.0000	1.2790	1.0000	
170.5587	1.0000	1.2752	1.0000	
172.8339	1.0000	1.1487	1.0000	
174.9827	1.0000	0.9737	1.0000	
176.9563	2.0000	0.8363	1.0000	
178.7926	1.0000	0.7487	1.0000	
180.5413	1.0000	0.8466	1.0000	
182.3879	1.0000	1.2258	1.0000	
184.6137	1.0000	0.7672	1.0000	
186.3810	1.0000	1.5707	1.0000	
188.9517	1.0000	1.2348	1.0000	
191.1865	1.0000	1.0279	1.0000	
193.2143	1.0000	1.2478	1.0000	
195.4621	2.0000	1.0089	1.0000	
197.4710	1.0000	0.7839	1.0000	
199.2549	1.0000	0.7067	1.0000	
200.9616	1.0000	0.7627	1.0000	
202.7243	1.0000	0.7793	1.0000	
204.5036	1.0000	1.5049	1.0000	
207.0084	1.0000	0.7824	1.0000	
208.7908	2.0000	0.8126	1.0000	
210.6034	1.0000	0.7360	1.0000	
212.3395	1.0000	1.0089	1.0000	
214.3483	1.0000	1.9926	1.0000	
217.3409	1.0000	2.0000	1.0000	
220.3409	1.0000	0.9361	1.0000	
222.2770	1.0000	0.7103	1.0000	
223.9873	1.0000	0.8099	1.0000	
225.7972	2.0000	1.2714	1.0000	
228.0686	1.0000	1.3401	1.0000	
230.4087	1.0000	2.0000	1.0000	
233.4087	1.0000	0.7659	1.0000	
235.1746	1.0000	2.0000	1.0000	
238.1746	1.0000	1.4726	1.0000	
240.6472	1.0000	1.2493	1.0000	
242.8965	1.0000	0.7441	1.0000	
244.6407	2.0000	0.7076	1.0000	
246.3483	1.0000	1.0428	1.0000	
248.3910	1.0000	1.5835	1.0000	
250.9746	1.0000	1.0752	1.0000	
253.0498	1.0000	1.7433	1.0000	
255.7930	1.0000	1.5804	1.0000	
258.3735	1.0000	1.8375	1.0000	
261.2110	1.0000	1.3591	1.0000	
263.5701	1.0000	0.8776	1.0000	
265.4477	1.0000	2.0000	1.0000	
268.4477	1.0000	1.6073	1.0000	
271.0550	1.0000	0.7549	1.0000	
272.8098	1.0000	1.4551	1.0000	
275.2649	1.0000	1.0631	1.0000	
277.3280	1.0000	0.9329	1.0000	
279.2609	2.0000	0.9822	1.0000	
281.2431	1.0000	0.9597	1.0000	
