Event1 onset	Trial type	ISI1	Event1Dur	
0.0000	1.0000	0.7410	1.0000	
1.7410	1.0000	0.7143	1.0000	
3.4553	2.0000	0.8375	1.0000	
5.2928	1.0000	2.0000	1.0000	
8.2928	1.0000	0.8375	1.0000	
10.1303	1.0000	1.1398	1.0000	
12.2701	1.0000	1.7908	1.0000	
15.0609	1.0000	0.9199	1.0000	
16.9808	1.0000	1.3387	1.0000	
19.3195	1.0000	1.2355	1.0000	
21.5550	1.0000	0.7197	1.0000	
23.2747	2.0000	0.8962	1.0000	
25.1709	1.0000	0.8214	1.0000	
26.9923	1.0000	0.8571	1.0000	
28.8495	1.0000	0.7809	1.0000	
30.6303	1.0000	0.7994	1.0000	
32.4297	2.0000	1.0904	1.0000	
34.5201	1.0000	0.7423	1.0000	
36.2624	1.0000	0.7440	1.0000	
38.0063	1.0000	0.7450	1.0000	
39.7514	1.0000	1.0828	1.0000	
41.8342	1.0000	2.0000	1.0000	
44.8342	1.0000	1.4825	1.0000	
47.3167	1.0000	0.7207	1.0000	
49.0374	2.0000	1.5445	1.0000	
51.5819	1.0000	1.3945	1.0000	
53.9763	1.0000	0.7335	1.0000	
55.7098	1.0000	2.0000	1.0000	
58.7098	2.0000	0.7467	1.0000	
60.4566	1.0000	0.7871	1.0000	
62.2437	1.0000	0.9049	1.0000	
64.1486	1.0000	1.0437	1.0000	
66.1923	2.0000	1.1047	1.0000	
68.2970	1.0000	1.0076	1.0000	
70.3046	1.0000	0.7140	1.0000	
72.0186	1.0000	1.1748	1.0000	
74.1934	2.0000	0.9122	1.0000	
76.1056	1.0000	2.0000	1.0000	
79.1056	1.0000	1.9213	1.0000	
82.0269	1.0000	1.8534	1.0000	
84.8803	1.0000	1.3334	1.0000	
87.2137	1.0000	0.7151	1.0000	
88.9288	2.0000	0.9199	1.0000	
90.8487	1.0000	0.7315	1.0000	
92.5802	1.0000	0.7943	1.0000	
94.3744	1.0000	1.3055	1.0000	
96.6799	1.0000	1.1477	1.0000	
98.8276	1.0000	1.0396	1.0000	
100.8672	1.0000	0.8617	1.0000	
102.7289	1.0000	1.1138	1.0000	
104.8427	2.0000	0.7017	1.0000	
106.5444	1.0000	0.7515	1.0000	
108.2959	1.0000	0.7266	1.0000	
110.0225	1.0000	0.8671	1.0000	
111.8896	1.0000	0.9315	1.0000	
113.8211	1.0000	1.4865	1.0000	
116.3076	1.0000	0.7001	1.0000	
118.0078	1.0000	1.7436	1.0000	
120.7514	1.0000	1.4067	1.0000	
123.1581	1.0000	2.0000	1.0000	
126.1581	1.0000	1.1721	1.0000	
128.3303	1.0000	2.0000	1.0000	
131.3303	1.0000	1.3093	1.0000	
133.6396	1.0000	2.0000	1.0000	
136.6396	1.0000	0.7034	1.0000	
138.3430	1.0000	1.5629	1.0000	
140.9059	1.0000	1.3863	1.0000	
143.2922	1.0000	0.9665	1.0000	
145.2587	1.0000	1.2645	1.0000	
147.5231	2.0000	0.7288	1.0000	
149.2519	1.0000	1.0190	1.0000	
151.2709	2.0000	0.7207	1.0000	
152.9916	1.0000	1.4574	1.0000	
155.4490	1.0000	0.9852	1.0000	
157.4342	1.0000	0.8234	1.0000	
159.2576	1.0000	1.6966	1.0000	
161.9542	2.0000	0.7116	1.0000	
163.6658	1.0000	1.7908	1.0000	
166.4566	1.0000	1.2820	1.0000	
168.7386	2.0000	0.7149	1.0000	
170.4535	1.0000	1.0539	1.0000	
172.5074	1.0000	1.3526	1.0000	
174.8600	2.0000	1.4409	1.0000	
177.3009	1.0000	2.0000	1.0000	
180.3009	1.0000	0.7288	1.0000	
182.0297	1.0000	0.7313	1.0000	
183.7609	1.0000	1.1127	1.0000	
185.8736	1.0000	0.9067	1.0000	
187.7803	1.0000	1.1535	1.0000	
189.9338	1.0000	0.8650	1.0000	
191.7988	2.0000	0.7042	1.0000	
193.5030	1.0000	0.9803	1.0000	
195.4833	1.0000	1.9049	1.0000	
198.3881	1.0000	1.0904	1.0000	
200.4785	2.0000	0.9662	1.0000	
202.4447	1.0000	0.8389	1.0000	
204.2836	1.0000	1.7942	1.0000	
207.0778	1.0000	0.7635	1.0000	
208.8413	1.0000	0.8522	1.0000	
210.6935	2.0000	0.7423	1.0000	
212.4358	1.0000	1.3441	1.0000	
214.7799	1.0000	0.8392	1.0000	
216.6191	1.0000	0.9620	1.0000	
218.5811	2.0000	1.0368	1.0000	
220.6179	1.0000	0.9026	1.0000	
222.5205	1.0000	1.1786	1.0000	
224.6991	1.0000	1.3947	1.0000	
227.0938	1.0000	0.7315	1.0000	
228.8253	2.0000	0.9315	1.0000	
230.7568	1.0000	0.8844	1.0000	
232.6412	2.0000	0.7034	1.0000	
234.3447	1.0000	0.7933	1.0000	
236.1380	1.0000	0.7142	1.0000	
237.8522	1.0000	2.0000	1.0000	
240.8522	1.0000	1.1748	1.0000	
243.0270	1.0000	0.7943	1.0000	
244.8213	1.0000	1.7056	1.0000	
247.5269	1.0000	1.0101	1.0000	
249.5370	1.0000	0.9803	1.0000	
251.5173	1.0000	0.8015	1.0000	
253.3188	1.0000	0.7271	1.0000	
255.0459	1.0000	1.1115	1.0000	
257.1575	1.0000	0.7313	1.0000	
258.8888	2.0000	0.8563	1.0000	
260.7451	1.0000	1.1929	1.0000	
262.9380	1.0000	0.7467	1.0000	
264.6847	1.0000	0.7145	1.0000	
266.3992	1.0000	0.8649	1.0000	
268.2642	1.0000	0.7152	1.0000	
269.9794	1.0000	0.8014	1.0000	
271.7808	1.0000	0.9662	1.0000	
273.7470	1.0000	1.0743	1.0000	
275.8213	1.0000	1.0382	1.0000	
277.8595	2.0000	0.9020	1.0000	
279.7614	1.0000	1.1270	1.0000	
281.8884	1.0000	1.5908	1.0000	
284.4792	1.0000	2.0000	1.0000	
287.4792	1.0000	0.8617	1.0000	
289.3409	1.0000	1.1696	1.0000	
291.5104	1.0000	0.8121	1.0000	
293.3225	2.0000	0.8567	1.0000	
295.1792	1.0000	1.4409	1.0000	
297.6201	1.0000	0.9682	1.0000	
299.5883	1.0000	0.8962	1.0000	
301.4845	1.0000	0.7725	1.0000	
303.2570	1.0000	1.2142	1.0000	
305.4712	1.0000	0.9426	1.0000	
307.4138	2.0000	1.0437	1.0000	
309.4576	1.0000	0.7149	1.0000	
311.1725	1.0000	1.0368	1.0000	
313.2093	1.0000	1.4179	1.0000	
315.6272	1.0000	1.0487	1.0000	
317.6759	1.0000	0.7042	1.0000	
319.3802	2.0000	1.3334	1.0000	
321.7136	1.0000	2.0000	1.0000	
324.7136	1.0000	0.8836	1.0000	
326.5972	1.0000	0.9507	1.0000	
328.5479	1.0000	0.8011	1.0000	
