Event1 onset	Trial type	ISI1	Event1Dur	
0.0000	1.0000	1.2038	1.0000	
2.2038	2.0000	1.2217	1.0000	
4.4255	1.0000	0.8494	1.0000	
6.2749	1.0000	0.8468	1.0000	
8.1217	1.0000	0.8446	1.0000	
9.9663	1.0000	0.7413	1.0000	
11.7076	1.0000	0.9548	1.0000	
13.6623	2.0000	1.0107	1.0000	
15.6730	1.0000	0.7624	1.0000	
17.4355	1.0000	1.0171	1.0000	
19.4526	1.0000	1.0695	1.0000	
21.5221	1.0000	2.0000	1.0000	
24.5221	1.0000	0.7273	1.0000	
26.2494	1.0000	1.9549	1.0000	
29.2043	1.0000	1.1852	1.0000	
31.3895	1.0000	0.7168	1.0000	
33.1062	1.0000	1.0870	1.0000	
35.1932	2.0000	0.9112	1.0000	
37.1044	1.0000	1.3512	1.0000	
39.4557	1.0000	0.7017	1.0000	
41.1574	1.0000	1.1124	1.0000	
43.2697	2.0000	0.8665	1.0000	
45.1362	1.0000	1.5198	1.0000	
47.6561	1.0000	0.9040	1.0000	
49.5601	1.0000	1.9466	1.0000	
52.5066	2.0000	0.8462	1.0000	
54.3528	1.0000	0.7360	1.0000	
56.0889	1.0000	0.8508	1.0000	
57.9396	1.0000	1.6430	1.0000	
60.5826	2.0000	0.8098	1.0000	
62.3924	1.0000	0.9053	1.0000	
64.2977	1.0000	0.8779	1.0000	
66.1756	1.0000	0.9131	1.0000	
68.0887	1.0000	0.7269	1.0000	
69.8156	1.0000	0.8824	1.0000	
71.6980	2.0000	0.8277	1.0000	
73.5257	1.0000	0.7819	1.0000	
75.3076	1.0000	0.8354	1.0000	
77.1430	1.0000	2.0000	1.0000	
80.1430	1.0000	1.3565	1.0000	
82.4995	1.0000	1.3721	1.0000	
84.8716	1.0000	0.7726	1.0000	
86.6442	1.0000	1.2819	1.0000	
88.9261	2.0000	1.0430	1.0000	
90.9690	1.0000	0.8746	1.0000	
92.8437	1.0000	0.7526	1.0000	
94.5963	2.0000	0.8428	1.0000	
96.4391	1.0000	0.7734	1.0000	
98.2126	1.0000	0.7232	1.0000	
99.9358	1.0000	0.9464	1.0000	
101.8821	1.0000	1.2006	1.0000	
104.0828	2.0000	1.0535	1.0000	
106.1363	1.0000	0.8170	1.0000	
107.9533	1.0000	1.1394	1.0000	
110.0927	2.0000	2.0000	1.0000	
113.0927	1.0000	0.7134	1.0000	
114.8061	1.0000	0.8521	1.0000	
116.6582	2.0000	1.2538	1.0000	
118.9120	1.0000	0.7846	1.0000	
120.6966	1.0000	0.7589	1.0000	
122.4555	1.0000	1.1496	1.0000	
124.6051	2.0000	0.8446	1.0000	
126.4496	1.0000	2.0000	1.0000	
129.4496	1.0000	1.2249	1.0000	
131.6745	1.0000	0.7356	1.0000	
133.4101	2.0000	1.6844	1.0000	
136.0945	1.0000	0.7846	1.0000	
137.8791	1.0000	1.1202	1.0000	
139.9993	1.0000	2.0000	1.0000	
142.9993	1.0000	1.9366	1.0000	
145.9359	1.0000	1.4745	1.0000	
148.4104	1.0000	1.2217	1.0000	
150.6321	1.0000	0.9467	1.0000	
152.5788	2.0000	0.7190	1.0000	
154.2978	1.0000	0.8293	1.0000	
156.1271	1.0000	1.3883	1.0000	
158.5154	1.0000	1.1763	1.0000	
160.6918	1.0000	2.0000	1.0000	
163.6918	1.0000	0.8670	1.0000	
165.5588	1.0000	2.0000	1.0000	
168.5588	1.0000	1.2605	1.0000	
