Event1 onset	Trial type	ISI1	Event1Dur	
0.0000	1.0000	0.8289	1.0000	
1.8289	1.0000	1.4917	1.0000	
4.3206	1.0000	0.8898	1.0000	
6.2104	1.0000	0.8673	1.0000	
8.0777	2.0000	0.7299	1.0000	
9.8076	1.0000	0.7013	1.0000	
11.5089	1.0000	0.8260	1.0000	
13.3349	1.0000	1.5188	1.0000	
15.8537	1.0000	1.0375	1.0000	
17.8912	2.0000	1.1501	1.0000	
20.0413	1.0000	0.7722	1.0000	
21.8135	1.0000	0.9734	1.0000	
23.7869	1.0000	1.1858	1.0000	
25.9727	1.0000	0.8588	1.0000	
27.8315	1.0000	0.7796	1.0000	
29.6112	1.0000	0.7296	1.0000	
31.3408	1.0000	0.9322	1.0000	
33.2729	2.0000	0.7299	1.0000	
35.0028	1.0000	0.7198	1.0000	
36.7227	1.0000	0.7937	1.0000	
38.5164	1.0000	1.3955	1.0000	
40.9119	1.0000	0.9839	1.0000	
42.8958	2.0000	1.5188	1.0000	
45.4146	1.0000	0.8187	1.0000	
47.2333	1.0000	1.0328	1.0000	
49.2661	1.0000	0.7037	1.0000	
50.9699	1.0000	0.8413	1.0000	
52.8112	2.0000	0.8017	1.0000	
54.6129	1.0000	1.1866	1.0000	
56.7995	1.0000	0.8563	1.0000	
58.6558	1.0000	1.4290	1.0000	
61.0848	1.0000	0.8929	1.0000	
62.9776	1.0000	0.9887	1.0000	
64.9663	1.0000	1.2307	1.0000	
67.1970	1.0000	0.9793	1.0000	
69.1763	2.0000	1.0339	1.0000	
71.2102	1.0000	0.9850	1.0000	
73.1952	2.0000	0.7022	1.0000	
74.8974	1.0000	1.3115	1.0000	
77.2089	1.0000	1.7451	1.0000	
79.9539	1.0000	1.3134	1.0000	
82.2673	1.0000	0.7094	1.0000	
83.9767	1.0000	1.1755	1.0000	
86.1522	2.0000	1.0517	1.0000	
88.2039	1.0000	0.7809	1.0000	
89.9848	1.0000	0.7306	1.0000	
91.7153	1.0000	0.7894	1.0000	
93.5047	1.0000	0.9061	1.0000	
95.4109	2.0000	1.0032	1.0000	
97.4141	1.0000	0.7351	1.0000	
99.1491	1.0000	1.4302	1.0000	
101.5793	1.0000	1.0965	1.0000	
103.6758	2.0000	0.7357	1.0000	
105.4116	1.0000	0.7937	1.0000	
107.2053	1.0000	0.9649	1.0000	
109.1703	1.0000	0.7722	1.0000	
110.9425	2.0000	1.0375	1.0000	
112.9799	1.0000	1.3240	1.0000	
115.3039	1.0000	0.9427	1.0000	
117.2466	1.0000	0.8830	1.0000	
119.1296	1.0000	1.1595	1.0000	
121.2891	2.0000	1.7410	1.0000	
