Event1 onset	Trial type	ISI1	Event1Dur	
0.0000	1.0000	0.7295	1.0000	
1.7295	1.0000	0.7482	1.0000	
3.4777	2.0000	0.8694	1.0000	
5.3471	1.0000	1.2546	1.0000	
7.6017	1.0000	0.9053	1.0000	
9.5071	1.0000	0.7089	1.0000	
11.2160	2.0000	0.9635	1.0000	
13.1795	1.0000	0.8234	1.0000	
15.0029	1.0000	0.7331	1.0000	
16.7360	1.0000	0.9146	1.0000	
18.6506	1.0000	1.0729	1.0000	
20.7236	1.0000	0.7021	1.0000	
22.4257	1.0000	0.8358	1.0000	
24.2615	2.0000	0.8551	1.0000	
26.1166	1.0000	0.9648	1.0000	
28.0814	2.0000	0.9500	1.0000	
30.0314	1.0000	0.8368	1.0000	
31.8682	1.0000	1.8728	1.0000	
34.7410	1.0000	1.4967	1.0000	
37.2376	1.0000	1.1916	1.0000	
39.4293	1.0000	0.8958	1.0000	
41.3251	2.0000	1.4787	1.0000	
43.8038	1.0000	1.1870	1.0000	
45.9908	1.0000	1.0207	1.0000	
48.0114	1.0000	1.4819	1.0000	
50.4933	1.0000	0.8652	1.0000	
52.3585	1.0000	0.9635	1.0000	
54.3219	1.0000	0.8731	1.0000	
56.1951	2.0000	0.7343	1.0000	
57.9294	1.0000	0.9078	1.0000	
59.8372	1.0000	0.8045	1.0000	
61.6417	1.0000	0.9432	1.0000	
63.5849	2.0000	0.8610	1.0000	
65.4459	1.0000	0.7681	1.0000	
67.2140	1.0000	1.6728	1.0000	
69.8869	2.0000	1.6847	1.0000	
72.5716	1.0000	2.0000	1.0000	
75.5716	1.0000	2.0000	1.0000	
78.5716	1.0000	0.7215	1.0000	
80.2931	2.0000	0.7978	1.0000	
82.0909	1.0000	0.9851	1.0000	
84.0760	1.0000	0.9908	1.0000	
86.0668	1.0000	0.9930	1.0000	
88.0598	1.0000	1.2932	1.0000	
90.3529	1.0000	0.9248	1.0000	
92.2777	2.0000	1.1626	1.0000	
94.4402	1.0000	0.8694	1.0000	
96.3097	1.0000	0.7239	1.0000	
98.0336	1.0000	0.8551	1.0000	
99.8888	1.0000	0.9667	1.0000	
101.8555	1.0000	0.7834	1.0000	
103.6389	2.0000	0.7308	1.0000	
105.3697	1.0000	0.9299	1.0000	
107.2996	1.0000	0.8695	1.0000	
109.1690	1.0000	0.9500	1.0000	
111.1191	1.0000	1.3508	1.0000	
113.4698	1.0000	1.0616	1.0000	
