Event1 onset	Trial type	ISI1	Event1Dur	
0.0000	1.0000	0.8084	1.0000	
1.8084	1.0000	1.1055	1.0000	
3.9140	1.0000	0.8440	1.0000	
5.7580	1.0000	1.7152	1.0000	
8.4732	2.0000	0.8731	1.0000	
10.3462	1.0000	0.9271	1.0000	
12.2733	1.0000	0.7535	1.0000	
14.0268	1.0000	2.0000	1.0000	
17.0268	1.0000	0.9264	1.0000	
18.9532	1.0000	0.8727	1.0000	
20.8260	1.0000	0.7867	1.0000	
22.6126	1.0000	0.8731	1.0000	
24.4857	1.0000	0.8462	1.0000	
26.3318	1.0000	0.7231	1.0000	
28.0549	2.0000	0.8417	1.0000	
29.8966	1.0000	0.9501	1.0000	
31.8467	1.0000	1.2320	1.0000	
34.0787	2.0000	0.8084	1.0000	
35.8872	1.0000	1.1037	1.0000	
37.9908	1.0000	1.5805	1.0000	
40.5713	1.0000	0.7582	1.0000	
42.3295	1.0000	2.0000	1.0000	
45.3295	1.0000	0.7125	1.0000	
47.0420	2.0000	0.8561	1.0000	
48.8982	1.0000	1.1070	1.0000	
51.0052	1.0000	0.7542	1.0000	
52.7593	2.0000	0.8449	1.0000	
54.6043	1.0000	0.9389	1.0000	
56.5432	1.0000	0.7614	1.0000	
58.3046	1.0000	0.9629	1.0000	
60.2675	1.0000	1.8825	1.0000	
63.1500	1.0000	1.9667	1.0000	
66.1167	1.0000	1.8003	1.0000	
68.9170	1.0000	0.9374	1.0000	
70.8544	1.0000	0.7557	1.0000	
72.6101	2.0000	0.7074	1.0000	
74.3176	1.0000	0.8449	1.0000	
76.1625	1.0000	0.7329	1.0000	
77.8954	1.0000	1.3508	1.0000	
80.2462	1.0000	0.8627	1.0000	
82.1089	1.0000	1.2154	1.0000	
84.3243	1.0000	1.0017	1.0000	
86.3260	2.0000	0.7374	1.0000	
88.0635	1.0000	1.4485	1.0000	
90.5120	1.0000	0.7074	1.0000	
92.2194	1.0000	1.5103	1.0000	
94.7298	2.0000	1.3557	1.0000	
97.0855	1.0000	1.1168	1.0000	
99.2023	1.0000	1.4364	1.0000	
101.6386	1.0000	0.7219	1.0000	
103.3605	2.0000	2.0000	1.0000	
106.3605	1.0000	2.0000	1.0000	
109.3605	1.0000	1.5470	1.0000	
111.9076	1.0000	1.4462	1.0000	
114.3538	1.0000	1.5575	1.0000	
116.9113	1.0000	0.7474	1.0000	
118.6587	2.0000	0.7291	1.0000	
120.3878	1.0000	1.0128	1.0000	
122.4006	1.0000	1.1464	1.0000	
124.5470	2.0000	0.9142	1.0000	
126.4612	1.0000	1.6175	1.0000	
129.0787	1.0000	1.2864	1.0000	
131.3651	1.0000	1.0172	1.0000	
133.3823	2.0000	1.2864	1.0000	
135.6687	1.0000	1.9679	1.0000	
138.6366	1.0000	0.7847	1.0000	
140.4213	1.0000	1.1466	1.0000	
142.5679	2.0000	0.8375	1.0000	
144.4054	1.0000	1.0025	1.0000	
146.4080	1.0000	1.2131	1.0000	
148.6210	1.0000	1.3646	1.0000	
150.9856	1.0000	0.8310	1.0000	
152.8166	1.0000	1.0758	1.0000	
154.8924	1.0000	0.9504	1.0000	
156.8428	1.0000	1.1943	1.0000	
159.0372	1.0000	0.7697	1.0000	
160.8069	1.0000	1.1539	1.0000	
162.9608	1.0000	2.0000	1.0000	
165.9608	2.0000	0.8661	1.0000	
167.8269	1.0000	0.7376	1.0000	
169.5646	1.0000	1.9817	1.0000	
172.5463	1.0000	1.6143	1.0000	
175.1605	1.0000	1.7594	1.0000	
177.9200	1.0000	0.9810	1.0000	
179.9009	1.0000	0.9014	1.0000	
181.8023	2.0000	0.7542	1.0000	
183.5565	1.0000	0.7462	1.0000	
185.3027	2.0000	1.2320	1.0000	
187.5347	1.0000	0.7933	1.0000	
189.3280	1.0000	1.6255	1.0000	
191.9535	1.0000	0.8375	1.0000	
193.7910	2.0000	1.0128	1.0000	
195.8038	1.0000	0.8836	1.0000	
197.6874	1.0000	0.8819	1.0000	
199.5694	1.0000	1.3509	1.0000	
201.9202	1.0000	1.3511	1.0000	
204.2713	1.0000	1.7661	1.0000	
207.0374	1.0000	0.7558	1.0000	
208.7932	2.0000	0.7877	1.0000	
210.5809	1.0000	0.7574	1.0000	
212.3383	1.0000	1.2184	1.0000	
214.5566	1.0000	0.9283	1.0000	
216.4849	2.0000	0.9653	1.0000	
218.4503	1.0000	0.8417	1.0000	
220.2920	1.0000	0.8836	1.0000	
222.1756	1.0000	0.8566	1.0000	
224.0321	1.0000	0.7337	1.0000	
225.7659	2.0000	0.7382	1.0000	
227.5041	1.0000	1.0467	1.0000	
229.5509	1.0000	1.3557	1.0000	
231.9066	1.0000	1.1234	1.0000	
234.0300	1.0000	0.8902	1.0000	
235.9202	2.0000	1.1055	1.0000	
238.0258	1.0000	1.8240	1.0000	
240.8497	1.0000	0.8077	1.0000	
242.6574	1.0000	1.0386	1.0000	
244.6960	1.0000	1.0412	1.0000	
246.7372	1.0000	1.0646	1.0000	
248.8018	1.0000	1.4114	1.0000	
251.2132	1.0000	0.8627	1.0000	
253.0759	2.0000	0.7102	1.0000	
254.7862	1.0000	0.9217	1.0000	
256.7079	1.0000	0.9117	1.0000	
258.6196	1.0000	0.9488	1.0000	
260.5683	1.0000	0.7493	1.0000	
262.3177	1.0000	0.8661	1.0000	
264.1838	2.0000	0.9025	1.0000	
266.0863	1.0000	0.7090	1.0000	
267.7952	1.0000	1.5248	1.0000	
270.3200	1.0000	0.9736	1.0000	
272.2936	1.0000	1.0411	1.0000	
274.3347	1.0000	0.9870	1.0000	
276.3217	1.0000	0.7589	1.0000	
278.0806	1.0000	0.9516	1.0000	
280.0322	1.0000	1.3854	1.0000	
282.4175	1.0000	1.1670	1.0000	
284.5845	1.0000	0.7817	1.0000	
286.3662	1.0000	0.7048	1.0000	
288.0710	1.0000	0.9658	1.0000	
290.0368	1.0000	1.2431	1.0000	
292.2800	2.0000	0.7376	1.0000	
294.0176	1.0000	0.7102	1.0000	
295.7278	1.0000	0.7090	1.0000	
297.4368	1.0000	1.3433	1.0000	
299.7802	2.0000	1.1134	1.0000	
301.8935	1.0000	0.7535	1.0000	
303.6470	1.0000	2.0000	1.0000	
306.6470	1.0000	0.7207	1.0000	
308.3677	1.0000	0.9982	1.0000	
310.3660	1.0000	0.8164	1.0000	
312.1824	2.0000	1.9667	1.0000	
315.1491	1.0000	0.9798	1.0000	
317.1288	1.0000	1.1134	1.0000	
319.2422	1.0000	0.7877	1.0000	
321.0299	1.0000	0.9155	1.0000	
322.9453	1.0000	1.1430	1.0000	
325.0883	2.0000	0.9982	1.0000	
327.0866	1.0000	1.4963	1.0000	
329.5828	1.0000	0.7401	1.0000	
331.3230	1.0000	1.6922	1.0000	
334.0151	1.0000	0.8267	1.0000	
335.8418	1.0000	0.9451	1.0000	
337.7869	1.0000	0.9340	1.0000	
339.7209	1.0000	0.7139	1.0000	
341.4349	2.0000	0.9501	1.0000	
343.3850	1.0000	1.0367	1.0000	
345.4217	1.0000	0.9759	1.0000	
347.3976	1.0000	1.0861	1.0000	
349.4837	1.0000	1.2936	1.0000	
351.7772	1.0000	2.0000	1.0000	
354.7772	1.0000	1.4774	1.0000	
357.2546	2.0000	0.7817	1.0000	
359.0363	1.0000	0.7364	1.0000	
360.7727	1.0000	1.1478	1.0000	
362.9205	1.0000	0.7136	1.0000	
364.6341	1.0000	0.8068	1.0000	
366.4409	2.0000	0.9217	1.0000	
368.3626	1.0000	0.9142	1.0000	
370.2768	1.0000	0.9284	1.0000	
372.2052	1.0000	0.7366	1.0000	

