Event1 onset	Trial type	ISI1	Event1Dur	
0.0000	1.0000	2.0000	1.0000	
3.0000	1.0000	2.0000	1.0000	
6.0000	1.0000	1.3852	1.0000	
8.3852	1.0000	0.7549	1.0000	
10.1401	1.0000	1.6736	1.0000	
12.8137	1.0000	0.8014	1.0000	
14.6151	1.0000	0.9087	1.0000	
16.5238	2.0000	0.8290	1.0000	
18.3528	1.0000	0.7625	1.0000	
20.1153	1.0000	0.9974	1.0000	
22.1127	1.0000	1.0495	1.0000	
24.1622	1.0000	0.9352	1.0000	
26.0975	1.0000	1.0514	1.0000	
28.1489	1.0000	0.7004	1.0000	
29.8493	1.0000	1.7957	1.0000	
32.6450	1.0000	0.8887	1.0000	
34.5337	1.0000	0.8036	1.0000	
36.3372	1.0000	1.0452	1.0000	
38.3824	1.0000	1.6674	1.0000	
41.0498	1.0000	1.0597	1.0000	
43.1095	1.0000	1.2850	1.0000	
45.3945	1.0000	0.8171	1.0000	
47.2117	2.0000	0.7665	1.0000	
48.9782	1.0000	0.9160	1.0000	
50.8942	1.0000	0.9015	1.0000	
52.7956	1.0000	0.7245	1.0000	
54.5201	2.0000	1.3421	1.0000	
56.8622	1.0000	0.9352	1.0000	
58.7974	1.0000	0.8524	1.0000	
60.6497	1.0000	1.9599	1.0000	
63.6096	1.0000	1.3421	1.0000	
65.9517	1.0000	0.7796	1.0000	
67.7313	1.0000	1.0071	1.0000	
69.7384	1.0000	0.8104	1.0000	
71.5488	2.0000	1.2555	1.0000	
73.8043	1.0000	0.9433	1.0000	
75.7477	1.0000	0.8740	1.0000	
77.6216	1.0000	1.2146	1.0000	
79.8363	2.0000	1.0514	1.0000	
81.8877	1.0000	0.7549	1.0000	
83.6425	1.0000	0.8024	1.0000	
85.4449	2.0000	0.8531	1.0000	
87.2980	1.0000	0.7801	1.0000	
89.0781	1.0000	1.5020	1.0000	
91.5801	1.0000	0.8592	1.0000	
93.4394	1.0000	0.7224	1.0000	
95.1618	1.0000	0.7721	1.0000	
96.9338	1.0000	1.3822	1.0000	
99.3160	2.0000	0.8248	1.0000	
101.1409	1.0000	0.9281	1.0000	
103.0690	2.0000	1.5072	1.0000	
105.5762	1.0000	1.9627	1.0000	
108.5389	1.0000	0.7056	1.0000	
110.2445	1.0000	2.0000	1.0000	
113.2445	1.0000	1.7199	1.0000	
115.9644	2.0000	0.7111	1.0000	
117.6755	1.0000	0.7097	1.0000	
119.3852	1.0000	0.7541	1.0000	
121.1393	1.0000	0.7842	1.0000	
122.9235	2.0000	0.9281	1.0000	
124.8517	1.0000	0.7788	1.0000	
